scenario,step,lane_id,queue_length,waiting_time,vehicle_count,throughput,signal_phase,emergency_count,accident_alert
peak,42,west,109,327,3,0,east,0,False
peak,43,north,131,393,9,0,east,0,False
peak,43,east,121,363,3,5,east,0,False
peak,43,south,127,381,5,0,east,0,False
peak,43,west,112,336,3,0,east,0,False
peak,44,north,135,405,4,0,east,0,False
peak,44,east,119,357,3,5,east,0,False
peak,44,south,130,390,3,0,east,0,False
peak,44,west,115,345,3,0,east,0,False
peak,45,north,138,414,3,0,east,0,False
peak,45,east,124,372,10,5,east,0,False
peak,45,south,131,393,1,0,east,0,False
peak,45,west,118,354,3,0,east,0,False
peak,46,north,141,423,3,0,east,0,False
peak,46,east,120,360,1,5,east,0,False
peak,46,south,136,408,5,0,east,0,False
peak,46,west,122,366,4,0,east,0,False
peak,47,north,146,438,5,0,east,0,False
peak,47,east,116,348,1,5,east,0,False
peak,47,south,139,417,3,0,east,0,False
peak,47,west,123,369,1,0,east,0,False
peak,48,north,147,441,1,0,south,0,False
peak,48,east,118,354,2,0,south,0,False
peak,48,south,140,420,6,5,south,0,False
peak,48,west,128,384,5,0,south,0,False
peak,49,north,149,447,2,0,south,0,False
peak,49,east,123,369,5,0,south,0,False
peak,49,south,140,420,5,5,south,0,False
peak,49,west,132,396,4,0,south,0,False
peak,50,north,152,456,3,0,south,0,False
peak,50,east,129,387,6,0,south,0,False
peak,50,south,140,420,5,5,south,0,False
peak,50,west,138,414,6,0,south,0,False
peak,51,north,154,462,2,0,south,0,False
peak,51,east,133,399,4,0,south,0,False
peak,51,south,136,408,1,5,south,0,False
peak,51,west,140,420,2,0,south,0,False
peak,52,north,157,471,3,0,south,0,False
peak,52,east,135,405,2,0,south,0,False
peak,52,south,137,411,6,5,south,0,False
peak,52,west,145,435,5,0,south,0,False
peak,53,north,160,480,3,0,south,0,False
peak,53,east,139,417,4,0,south,0,False
peak,53,south,133,399,1,5,south,0,False
peak,53,west,148,444,3,0,south,0,False
peak,54,north,163,489,3,0,south,0,False
peak,54,east,144,432,5,0,south,0,False
peak,54,south,132,396,4,5,south,0,False
peak,54,west,154,462,6,0,south,0,False
peak,55,north,168,504,5,0,south,0,False
peak,55,east,147,441,3,0,south,0,False
peak,55,south,133,399,6,5,south,0,False
peak,55,west,159,477,5,0,south,0,False
peak,56,north,173,519,5,0,west,0,False
peak,56,east,148,444,1,0,west,0,False
peak,56,south,136,408,3,0,west,0,False
peak,56,west,155,465,1,5,west,0,False
peak,57,north,177,531,4,0,west,0,False
peak,57,east,156,468,8,0,west,0,False
peak,57,south,140,420,4,0,west,0,False
peak,57,west,154,462,4,5,west,0,False
peak,58,north,182,546,5,0,west,0,False
peak,58,east,163,489,7,0,west,0,False
peak,58,south,143,429,3,0,west,0,False
peak,58,west,153,459,4,5,west,0,False
peak,59,north,185,555,3,0,west,0,False
peak,59,east,166,498,3,0,west,0,False
peak,59,south,147,441,4,0,west,0,False
peak,59,west,154,462,6,5,west,0,False
peak,60,north,187,561,2,0,west,0,False
peak,60,east,169,507,3,0,west,0,False
peak,60,south,151,453,4,0,west,0,False
peak,60,west,151,453,2,5,west,0,False
peak,61,north,190,570,3,0,west,0,False
peak,61,east,172,516,3,0,west,0,False
peak,61,south,158,474,7,0,west,0,False
peak,61,west,146,438,0,5,west,0,False
peak,62,north,196,588,6,0,west,0,False
peak,62,east,174,522,2,0,west,0,False
peak,62,south,163,489,5,0,west,0,False
peak,62,west,151,453,10,5,west,0,False
peak,63,north,199,597,3,0,west,0,False
peak,63,east,178,534,4,0,west,0,False
peak,63,south,167,501,4,0,west,0,False
peak,63,west,148,444,2,5,west,0,False
peak,64,north,200,600,6,5,north,0,False
peak,64,east,180,540,2,0,north,0,False
peak,64,south,171,513,4,0,north,0,False
peak,64,west,152,456,4,0,north,0,False
peak,65,north,200,600,5,5,north,0,False
peak,65,east,182,546,2,0,north,0,False
peak,65,south,176,528,5,0,north,0,False
peak,65,west,158,474,6,0,north,0,False
peak,66,north,200,600,5,5,north,0,False
peak,66,east,184,552,2,0,north,0,False
peak,66,south,180,540,4,0,north,0,False
peak,66,west,160,480,2,0,north,0,False
peak,67,north,197,591,2,5,north,0,False
peak,67,east,191,573,7,0,north,0,False
peak,67,south,185,555,5,0,north,0,False
peak,67,west,164,492,4,0,north,0,False
peak,68,north,193,579,1,5,north,0,False
peak,68,east,192,576,1,0,north,0,False
peak,68,south,193,579,8,0,north,0,False
peak,68,west,168,504,4,0,north,0,False
peak,69,north,191,573,3,5,north,0,False
peak,69,east,200,600,8,0,north,0,False
peak,69,south,195,585,2,0,north,0,False
peak,69,west,173,519,5,0,north,0,False
peak,70,north,189,567,3,5,north,0,False
peak,70,east,208,624,8,0,north,0,False
peak,70,south,204,612,9,0,north,0,False
peak,70,west,176,528,3,0,north,0,False
peak,71,north,190,570,6,5,north,0,False
peak,71,east,214,642,6,0,north,0,False
peak,71,south,209,627,5,0,north,0,False
peak,71,west,183,549,7,0,north,0,False
peak,72,north,191,573,1,0,east,0,False
peak,72,east,211,633,2,5,east,0,False
peak,72,south,215,645,6,0,east,0,False
peak,72,west,189,567,6,0,east,0,False
peak,73,north,194,582,3,0,east,0,False
peak,73,east,208,624,2,5,east,0,False
peak,73,south,221,663,6,0,east,0,False
peak,73,west,195,585,6,0,east,0,False
peak,74,north,197,591,3,0,east,0,False
peak,74,east,207,621,4,5,east,0,False
peak,74,south,224,672,3,0,east,0,False
peak,74,west,200,600,5,0,east,0,False
peak,75,north,203,609,6,0,east,0,False
peak,75,east,209,627,7,5,east,0,False
peak,75,south,227,681,3,0,east,0,False
peak,75,west,209,627,9,0,east,0,False
peak,76,north,205,615,2,0,east,0,False
peak,76,east,211,633,7,5,east,0,False
peak,76,south,231,693,4,0,east,0,False
peak,76,west,212,636,3,0,east,0,False
peak,77,north,208,624,3,0,east,0,False
peak,77,east,210,630,4,5,east,0,False
peak,77,south,237,711,6,0,east,0,False
peak,77,west,214,642,2,0,east,0,False
peak,78,north,211,633,3,0,east,0,False
peak,78,east,212,636,7,5,east,0,False
peak,78,south,245,735,8,0,east,0,False
peak,78,west,215,645,1,0,east,0,False
peak,79,north,213,639,2,0,east,0,False
peak,79,east,211,633,4,5,east,0,False
peak,79,south,251,753,6,0,east,0,False
peak,79,west,221,663,6,0,east,0,False
peak,80,north,219,657,6,0,south,0,False
peak,80,east,216,648,5,0,south,0,False
peak,80,south,250,750,4,5,south,0,False
peak,80,west,224,672,3,0,south,0,False
peak,81,north,222,666,3,0,south,0,False
peak,81,east,217,651,1,0,south,0,False
peak,81,south,252,756,7,5,south,0,False
peak,81,west,232,696,8,0,south,0,False
peak,82,north,223,669,1,0,south,0,False
peak,82,east,224,672,7,0,south,0,False
peak,82,south,251,753,4,5,south,0,False
peak,82,west,235,705,3,0,south,0,False
peak,83,north,228,684,5,0,south,0,False
peak,83,east,231,693,7,0,south,0,False
peak,83,south,248,744,2,5,south,0,False
peak,83,west,237,711,2,0,south,0,False
peak,84,north,235,705,7,0,south,0,False
peak,84,east,235,705,4,0,south,0,False
peak,84,south,245,735,2,5,south,0,False
peak,84,west,241,723,4,0,south,0,False
peak,85,north,236,708,1,0,south,0,False
peak,85,east,237,711,2,0,south,0,False
peak,85,south,244,732,4,5,south,0,False
peak,85,west,246,738,5,0,south,0,False
peak,86,north,238,714,2,0,south,0,False
peak,86,east,243,729,6,0,south,0,False
peak,86,south,240,720,1,5,south,0,False
peak,86,west,249,747,3,0,south,0,False
peak,87,north,247,741,9,0,south,0,False
peak,87,east,246,738,3,0,south,0,False
peak,87,south,236,708,1,5,south,0,False
peak,87,west,254,762,5,0,south,0,False
peak,88,north,252,756,5,0,west,0,False
peak,88,east,248,744,2,0,west,0,False
peak,88,south,243,729,7,0,west,0,False
peak,88,west,253,759,4,5,west,0,False
peak,89,north,257,771,5,0,west,0,False
peak,89,east,255,765,7,0,west,0,False
peak,89,south,244,732,1,0,west,0,False
peak,89,west,251,753,3,5,west,0,False
peak,90,north,262,786,5,0,west,0,False
peak,90,east,261,783,6,0,west,0,False
peak,90,south,247,741,3,0,west,0,False
peak,90,west,247,741,1,5,west,0,False
peak,91,north,266,798,4,0,west,0,False
peak,91,east,267,801,6,0,west,0,False
peak,91,south,251,753,4,0,west,0,False
peak,91,west,248,744,6,5,west,0,False
peak,92,north,268,804,2,0,west,0,False
peak,92,east,272,816,5,0,west,0,False
peak,92,south,254,762,3,0,west,0,False
peak,92,west,246,738,3,5,west,0,False
peak,93,north,272,816,4,0,west,0,False
peak,93,east,278,834,6,0,west,0,False
peak,93,south,254,762,0,0,west,0,False
peak,93,west,243,729,2,5,west,0,False
peak,94,north,276,828,4,0,west,0,False
peak,94,east,284,852,6,0,west,0,False
peak,94,south,261,783,7,0,west,0,False
peak,94,west,240,720,2,5,west,0,False
peak,95,north,279,837,3,0,west,0,False
peak,95,east,290,870,6,0,west,0,False
peak,95,south,266,798,5,0,west,0,False
peak,95,west,239,717,4,5,west,0,False
peak,96,north,276,828,2,5,north,0,False
peak,96,east,293,879,3,0,north,0,False
peak,96,south,267,801,1,0,north,0,False
peak,96,west,240,720,1,0,north,0,False
peak,97,north,274,822,3,5,north,0,False
peak,97,east,298,894,5,0,north,0,False
peak,97,south,272,816,5,0,north,0,False
peak,97,west,244,732,4,0,north,0,False
peak,98,north,273,819,4,5,north,0,False
peak,98,east,303,909,5,0,north,0,False
peak,98,south,278,834,6,0,north,0,False
peak,98,west,248,744,4,0,north,0,False
peak,99,north,271,813,3,5,north,0,False
peak,99,east,304,912,1,0,north,0,False
peak,99,south,280,840,2,0,north,0,False
peak,99,west,253,759,5,0,north,0,False
peak,100,north,270,810,4,5,north,0,False
peak,100,east,306,918,2,0,north,0,False
peak,100,south,287,861,7,0,north,0,False
peak,100,west,258,774,5,0,north,0,False
peak,101,north,268,804,3,5,north,0,False
peak,101,east,312,936,6,0,north,0,False
peak,101,south,293,879,6,0,north,0,False
peak,101,west,261,783,3,0,north,0,False
peak,102,north,271,813,8,5,north,0,False
peak,102,east,317,951,5,0,north,0,False
peak,102,south,298,894,5,0,north,0,False
peak,102,west,264,792,3,0,north,0,False
peak,103,north,271,813,5,5,north,0,False
peak,103,east,323,969,6,0,north,0,False
peak,103,south,301,903,3,0,north,0,False
peak,103,west,270,810,6,0,north,0,False
peak,104,north,276,828,5,0,east,0,False
peak,104,east,324,972,6,5,east,0,False
peak,104,south,306,918,5,0,east,0,False
peak,104,west,273,819,3,0,east,0,False
peak,105,north,285,855,9,0,east,0,False
peak,105,east,323,969,4,5,east,0,False
peak,105,south,311,933,5,0,east,0,False
peak,105,west,274,822,1,0,east,0,False
peak,106,north,291,873,6,0,east,0,False
peak,106,east,319,957,1,5,east,0,False
peak,106,south,316,948,5,0,east,0,False
peak,106,west,276,828,2,0,east,0,False
peak,107,north,297,891,6,0,east,0,False
peak,107,east,319,957,5,5,east,0,False
peak,107,south,322,966,6,0,east,0,False
peak,107,west,279,837,3,0,east,0,False
peak,108,north,299,897,2,0,east,0,False
peak,108,east,318,954,4,5,east,0,False
peak,108,south,325,975,3,0,east,0,False
peak,108,west,282,846,3,0,east,0,False
peak,109,north,301,903,2,0,east,0,False
peak,109,east,317,951,4,5,east,0,False
peak,109,south,328,984,3,0,east,0,False
peak,109,west,285,855,3,0,east,0,False
peak,110,north,304,912,3,0,east,0,False
peak,110,east,314,942,2,5,east,0,False
peak,110,south,332,996,4,0,east,0,False
peak,110,west,290,870,5,0,east,0,False
peak,111,north,308,924,4,0,east,0,False
peak,111,east,314,942,5,5,east,0,False
peak,111,south,338,1014,6,0,east,0,False
peak,111,west,296,888,6,0,east,0,False
peak,112,north,316,948,8,0,south,0,False
peak,112,east,318,954,4,0,south,0,False
peak,112,south,337,1011,4,5,south,0,False
peak,112,west,301,903,5,0,south,0,False
peak,113,north,321,963,5,0,south,0,False
peak,113,east,320,960,2,0,south,0,False
peak,113,south,339,1017,7,5,south,0,False
peak,113,west,303,909,2,0,south,0,False
peak,114,north,327,981,6,0,south,0,False
peak,114,east,325,975,5,0,south,0,False
peak,114,south,341,1023,7,5,south,0,False
peak,114,west,308,924,5,0,south,0,False
peak,115,north,331,993,4,0,south,0,False
peak,115,east,335,1005,10,0,south,0,False
peak,115,south,341,1023,5,5,south,0,False
peak,115,west,311,933,3,0,south,0,False
peak,116,north,332,996,1,0,south,0,False
peak,116,east,338,1014,3,0,south,0,False
peak,116,south,341,1023,5,5,south,0,False
peak,116,west,314,942,3,0,south,0,False
peak,117,north,334,1002,2,0,south,0,False
peak,117,east,340,1020,2,0,south,0,False
peak,117,south,341,1023,5,5,south,0,False
peak,117,west,317,951,3,0,south,0,False
peak,118,north,336,1008,2,0,south,0,False
peak,118,east,347,1041,7,0,south,0,False
peak,118,south,343,1029,7,5,south,0,False
peak,118,west,321,963,4,0,south,0,False
peak,119,north,342,1026,6,0,south,0,False
peak,119,east,347,1041,0,0,south,0,False
peak,119,south,343,1029,5,5,south,0,False
peak,119,west,324,972,3,0,south,0,False
emergency,0,north,0,0,4,4,north,0,False
emergency,0,east,4,12,4,0,north,0,False
emergency,0,south,3,9,3,0,north,0,False
emergency,0,west,3,9,3,0,north,0,False
emergency,1,north,0,0,3,3,north,0,False
emergency,1,east,4,12,0,0,north,0,False
emergency,1,south,8,24,5,0,north,0,False
emergency,1,west,7,21,4,0,north,0,False
emergency,2,north,0,0,3,3,north,0,False
emergency,2,east,7,21,3,0,north,0,False
emergency,2,south,10,30,2,0,north,0,False
emergency,2,west,7,21,0,0,north,0,False
emergency,3,north,0,0,2,2,north,0,False
emergency,3,east,12,36,5,0,north,0,False
emergency,3,south,12,36,2,0,north,0,False
emergency,3,west,9,27,2,0,north,0,False
emergency,4,north,0,0,0,0,north,0,False
emergency,4,east,12,36,0,0,north,0,False
emergency,4,south,16,48,4,0,north,0,False
emergency,4,west,11,33,2,0,north,0,False
emergency,5,north,2,6,7,5,north,0,False
emergency,5,east,16,48,4,0,north,0,False
emergency,5,south,19,57,3,0,north,0,False
emergency,5,west,12,36,1,0,north,0,False
emergency,6,north,0,0,2,4,north,0,False
emergency,6,east,18,54,2,0,north,0,False
emergency,6,south,20,60,1,0,north,0,False
emergency,6,west,16,48,4,0,north,0,False
emergency,7,north,0,0,2,2,north,0,False
emergency,7,east,19,57,1,0,north,0,False
emergency,7,south,21,63,1,0,north,0,False
emergency,7,west,20,60,4,0,north,0,False
emergency,8,north,1,3,1,0,east,0,False
emergency,8,east,15,45,1,5,east,0,False
emergency,8,south,24,72,3,0,east,0,False
emergency,8,west,22,66,2,0,east,0,False
emergency,9,north,3,9,2,0,east,0,False
emergency,9,east,14,42,4,5,east,0,False
emergency,9,south,24,72,0,0,east,0,False
emergency,9,west,27,81,5,0,east,0,False
emergency,10,north,6,18,3,0,east,0,False
emergency,10,east,12,36,3,5,east,0,False
emergency,10,south,28,84,4,0,east,0,False
emergency,10,west,30,90,3,0,east,0,False
emergency,11,north,9,27,3,0,east,0,False
emergency,11,east,8,24,1,5,east,0,False
emergency,11,south,31,93,3,0,east,0,False
emergency,11,west,31,93,1,0,east,0,False
emergency,12,north,14,42,5,0,east,0,False
emergency,12,east,4,12,1,5,east,0,False
emergency,12,south,34,102,3,0,east,0,False
emergency,12,west,31,93,0,0,east,0,False
emergency,13,north,16,48,2,0,east,0,False
emergency,13,east,0,0,0,4,east,0,False
emergency,13,south,35,105,1,0,east,0,False
emergency,13,west,34,102,3,0,east,0,False
emergency,14,north,19,57,3,0,east,0,False
emergency,14,east,0,0,4,4,east,0,False
emergency,14,south,38,114,3,0,east,0,False
emergency,14,west,36,108,2,0,east,0,False
emergency,15,north,24,72,5,0,east,0,False
emergency,15,east,0,0,4,4,east,0,False
emergency,15,south,42,126,4,0,east,0,False
emergency,15,west,38,114,2,0,east,0,False
emergency,16,north,27,81,3,0,south,0,False
emergency,16,east,2,6,2,0,south,0,False
emergency,16,south,39,117,2,5,south,0,False
emergency,16,west,39,117,1,0,south,0,False
emergency,17,north,33,99,6,0,south,0,False
emergency,17,east,3,9,1,0,south,0,False
emergency,17,south,36,108,2,5,south,0,False
emergency,17,west,41,123,2,0,south,0,False
emergency,18,north,35,105,2,0,south,0,False
emergency,18,east,5,15,2,0,south,0,False
emergency,18,south,33,99,2,5,south,0,False
emergency,18,west,41,123,0,0,south,0,False
emergency,19,north,39,117,4,0,south,0,False
emergency,19,east,6,18,1,0,south,0,False
emergency,19,south,28,84,0,5,south,0,False
emergency,19,west,41,123,0,0,south,0,False
emergency,20,north,46,138,7,0,south,0,False
emergency,20,east,6,18,0,0,south,0,False
emergency,20,south,24,72,1,5,south,0,False
emergency,20,west,41,123,0,0,south,0,False
emergency,21,north,47,141,1,0,south,0,False
emergency,21,east,8,24,2,0,south,0,False
emergency,21,south,20,60,1,5,south,0,False
emergency,21,west,43,129,2,0,south,0,False
emergency,22,north,49,147,2,0,south,0,False
emergency,22,east,11,33,3,0,south,0,False
emergency,22,south,17,51,2,5,south,0,False
emergency,22,west,46,138,3,0,south,0,False
emergency,23,north,52,156,3,0,south,0,False
emergency,23,east,11,33,0,0,south,0,False
emergency,23,south,16,48,4,5,south,0,False
emergency,23,west,46,138,0,0,south,0,False
emergency,24,north,56,168,4,0,west,0,False
emergency,24,east,16,48,5,0,west,1,False
emergency,24,south,16,48,0,0,west,0,False
emergency,24,west,42,126,1,5,west,0,False
emergency,25,north,61,183,5,0,west,0,False
emergency,25,east,19,57,3,0,west,1,False
emergency,25,south,19,57,3,0,west,0,False
emergency,25,west,39,117,2,5,west,0,False
emergency,26,north,64,192,3,0,west,0,False
emergency,26,east,19,57,0,0,west,1,False
emergency,26,south,20,60,1,0,west,0,False
emergency,26,west,35,105,1,5,west,0,False
emergency,27,north,67,201,3,0,west,0,False
emergency,27,east,21,63,2,0,west,1,False
emergency,27,south,22,66,2,0,west,0,False
emergency,27,west,33,99,3,5,west,0,False
emergency,28,north,67,201,0,0,west,0,False
emergency,28,east,22,66,1,0,west,1,False
emergency,28,south,24,72,2,0,west,0,False
emergency,28,west,29,87,1,5,west,0,False
emergency,29,north,68,204,1,0,west,0,False
emergency,29,east,24,72,2,0,west,1,False
emergency,29,south,25,75,1,0,west,0,False
emergency,29,west,28,84,4,5,west,0,False
emergency,30,north,71,213,3,0,west,0,False
emergency,30,east,26,78,2,0,west,1,False
emergency,30,south,26,78,1,0,west,0,False
emergency,30,west,25,75,2,5,west,0,False
emergency,31,north,73,219,2,0,west,0,False
emergency,31,east,27,81,1,0,west,1,False
emergency,31,south,27,81,1,0,west,0,False
emergency,31,west,20,60,0,5,west,0,False
emergency,32,north,69,207,1,5,north,0,False
emergency,32,east,31,93,4,0,north,1,False
emergency,32,south,29,87,2,0,north,0,False
emergency,32,west,22,66,2,0,north,0,False
emergency,33,north,67,201,3,5,north,0,False
emergency,33,east,32,96,1,0,north,1,False
emergency,33,south,31,93,2,0,north,0,False
emergency,33,west,24,72,2,0,north,0,False
emergency,34,north,67,201,5,5,north,0,False
emergency,34,east,35,105,3,0,north,1,False
emergency,34,south,37,111,6,0,north,0,False
emergency,34,west,29,87,5,0,north,0,False
emergency,35,north,63,189,1,5,north,0,False
emergency,35,east,37,111,2,0,north,1,False
emergency,35,south,38,114,1,0,north,0,False
emergency,35,west,35,105,6,0,north,0,False
emergency,36,north,59,177,1,5,north,0,False
emergency,36,east,40,120,3,0,north,1,False
emergency,36,south,38,114,0,0,north,0,False
emergency,36,west,36,108,1,0,north,0,False
emergency,37,north,55,165,1,5,north,0,False
emergency,37,east,42,126,2,0,north,1,False
emergency,37,south,41,123,3,0,north,0,False
emergency,37,west,38,114,2,0,north,0,False
emergency,38,north,51,153,1,5,north,0,False
emergency,38,east,43,129,1,0,north,1,False
emergency,38,south,41,123,0,0,north,0,False
emergency,38,west,42,126,4,0,north,0,False
emergency,39,north,49,147,3,5,north,0,False
emergency,39,east,44,132,1,0,north,1,False
emergency,39,south,42,126,1,0,north,0,False
emergency,39,west,43,129,1,0,north,0,False
emergency,40,north,52,156,3,0,east,0,False
emergency,40,east,40,120,1,5,east,0,False
emergency,40,south,46,138,4,0,east,0,False
emergency,40,west,43,129,0,0,east,0,False
emergency,41,north,52,156,0,0,east,0,False
emergency,41,east,39,117,4,5,east,0,False
emergency,41,south,48,144,2,0,east,0,False
emergency,41,west,45,135,2,0,east,0,False
emergency,42,north,53,159,1,0,east,0,False
emergency,42,east,36,108,2,5,east,0,False
emergency,42,south,51,153,3,0,east,0,False
emergency,42,west,47,141,2,0,east,0,False
emergency,43,north,55,165,2,0,east,0,False
emergency,43,east,33,99,2,5,east,0,False
emergency,43,south,53,159,2,0,east,0,False
emergency,43,west,47,141,0,0,east,0,False
emergency,44,north,58,174,3,0,east,0,False
emergency,44,east,28,84,0,5,east,0,False
emergency,44,south,55,165,2,0,east,0,False
emergency,44,west,50,150,3,0,east,0,False
emergency,45,north,60,180,2,0,east,0,False
emergency,45,east,25,75,2,5,east,0,False
emergency,45,south,58,174,3,0,east,0,False
emergency,45,west,50,150,0,0,east,0,False
emergency,46,north,61,183,1,0,east,0,False
emergency,46,east,22,66,2,5,east,0,False
emergency,46,south,64,192,6,0,east,0,False
emergency,46,west,52,156,2,0,east,0,False
emergency,47,north,66,198,5,0,east,0,False
emergency,47,east,19,57,2,5,east,0,False
emergency,47,south,69,207,5,0,east,0,False
emergency,47,west,54,162,2,0,east,0,False
emergency,48,north,68,204,2,0,south,0,False
emergency,48,east,20,60,1,0,south,0,False
emergency,48,south,65,195,1,5,south,0,False
emergency,48,west,57,171,3,0,south,0,False
emergency,49,north,70,210,2,0,south,0,False
emergency,49,east,22,66,2,0,south,0,False
emergency,49,south,61,183,1,5,south,0,False
emergency,49,west,59,177,2,0,south,0,False
emergency,50,north,70,210,0,0,south,0,False
emergency,50,east,25,75,3,0,south,0,False
emergency,50,south,59,177,3,5,south,0,False
emergency,50,west,61,183,2,0,south,0,False
emergency,51,north,71,213,1,0,south,0,False
emergency,51,east,25,75,0,0,south,0,False
emergency,51,south,56,168,2,5,south,0,False
emergency,51,west,64,192,3,0,south,0,False
emergency,52,north,75,225,4,0,south,0,False
emergency,52,east,25,75,0,0,south,0,False
emergency,52,south,55,165,4,5,south,0,False
emergency,52,west,66,198,2,0,south,0,False
emergency,53,north,76,228,1,0,south,0,False
emergency,53,east,29,87,4,0,south,0,False
emergency,53,south,54,162,4,5,south,0,False
emergency,53,west,68,204,2,0,south,0,False
emergency,54,north,76,228,0,0,south,0,False
emergency,54,east,30,90,1,0,south,0,False
emergency,54,south,53,159,4,5,south,0,False
emergency,54,west,69,207,1,0,south,0,False
emergency,55,north,79,237,3,0,south,0,False
emergency,55,east,32,96,2,0,south,0,False
emergency,55,south,50,150,2,5,south,0,False
emergency,55,west,70,210,1,0,south,0,False
emergency,56,north,80,240,1,0,west,0,False
emergency,56,east,32,96,0,0,west,0,False
emergency,56,south,52,156,2,0,west,0,False
emergency,56,west,72,216,7,5,west,0,False
emergency,57,north,81,243,1,0,west,0,False
emergency,57,east,33,99,1,0,west,0,False
emergency,57,south,55,165,3,0,west,0,False
emergency,57,west,70,210,3,5,west,0,False
emergency,58,north,82,246,1,0,west,0,False
emergency,58,east,35,105,2,0,west,0,False
emergency,58,south,60,180,5,0,west,0,False
emergency,58,west,68,204,3,5,west,0,False
emergency,59,north,83,249,1,0,west,0,False
emergency,59,east,36,108,1,0,west,0,False
emergency,59,south,64,192,4,0,west,0,False
emergency,59,west,64,192,1,5,west,0,False
emergency,60,north,87,261,4,0,west,0,False
emergency,60,east,40,120,4,0,west,0,False
emergency,60,south,67,201,3,0,west,0,False
emergency,60,west,59,177,0,5,west,0,False
emergency,61,north,90,270,3,0,west,0,False
emergency,61,east,41,123,1,0,west,0,False
emergency,61,south,68,204,1,0,west,0,False
emergency,61,west,57,171,3,5,west,0,False
emergency,62,north,94,282,4,0,west,0,False
emergency,62,east,42,126,1,0,west,0,False
emergency,62,south,70,210,2,0,west,0,False
emergency,62,west,52,156,0,5,west,0,False
emergency,63,north,94,282,0,0,west,0,False
emergency,63,east,44,132,2,0,west,0,False
emergency,63,south,73,219,3,0,west,0,False
emergency,63,west,48,144,1,5,west,0,False
emergency,64,north,92,276,3,5,north,0,False
emergency,64,east,47,141,3,0,north,0,False
emergency,64,south,75,225,2,0,north,0,False
emergency,64,west,49,147,1,0,north,0,False
emergency,65,north,90,270,3,5,north,0,False
emergency,65,east,47,141,0,0,north,0,False
emergency,65,south,81,243,6,0,north,0,False
emergency,65,west,56,168,7,0,north,0,False
emergency,66,north,88,264,3,5,north,0,False
emergency,66,east,48,144,1,0,north,0,False
emergency,66,south,84,252,3,0,north,0,False
emergency,66,west,58,174,2,0,north,0,False
emergency,67,north,84,252,1,5,north,0,False
emergency,67,east,52,156,4,0,north,0,False
emergency,67,south,89,267,5,0,north,0,False
emergency,67,west,60,180,2,0,north,0,False
emergency,68,north,79,237,0,5,north,0,False
emergency,68,east,55,165,3,0,north,0,False
emergency,68,south,91,273,2,0,north,0,False
emergency,68,west,62,186,2,0,north,0,False
emergency,69,north,77,231,3,5,north,0,False
emergency,69,east,58,174,3,0,north,0,False
emergency,69,south,92,276,1,0,north,0,False
emergency,69,west,64,192,2,0,north,0,False
emergency,70,north,75,225,3,5,north,0,False
emergency,70,east,59,177,1,0,north,0,False
emergency,70,south,94,282,2,0,north,0,False
emergency,70,west,73,219,9,0,north,0,False
emergency,71,north,71,213,1,5,north,0,False
emergency,71,east,61,183,2,0,north,0,False
emergency,71,south,96,288,2,0,north,0,False
emergency,71,west,74,222,1,0,north,0,False
emergency,72,north,72,216,1,0,east,0,False
emergency,72,east,59,177,3,5,east,0,False
emergency,72,south,100,300,4,0,east,0,False
emergency,72,west,75,225,1,0,east,0,False
emergency,73,north,76,228,4,0,east,0,False
emergency,73,east,55,165,1,5,east,0,False
emergency,73,south,100,300,0,0,east,0,False
emergency,73,west,77,231,2,0,east,0,False
emergency,74,north,78,234,2,0,east,0,False
emergency,74,east,51,153,1,5,east,0,False
emergency,74,south,102,306,2,0,east,0,False
emergency,74,west,80,240,3,0,east,0,False
emergency,75,north,81,243,3,0,east,0,False
emergency,75,east,49,147,3,5,east,0,False
emergency,75,south,103,309,1,0,east,0,False
emergency,75,west,81,243,1,0,east,0,False
emergency,76,north,85,255,4,0,east,0,False
emergency,76,east,46,138,2,5,east,0,False
emergency,76,south,107,321,4,0,east,0,False
emergency,76,west,84,252,3,0,east,0,False
emergency,77,north,88,264,3,0,east,0,False
emergency,77,east,46,138,5,5,east,0,False
emergency,77,south,111,333,4,0,east,0,False
emergency,77,west,87,261,3,0,east,0,False
emergency,78,north,92,276,4,0,east,0,False
emergency,78,east,43,129,2,5,east,0,False
emergency,78,south,114,342,3,0,east,0,False
emergency,78,west,87,261,0,0,east,0,False
emergency,79,north,93,279,1,0,east,0,False
emergency,79,east,39,117,1,5,east,0,False
emergency,79,south,115,345,1,0,east,0,False
emergency,79,west,89,267,2,0,east,0,False
emergency,80,north,94,282,1,0,south,0,False
emergency,80,east,40,120,1,0,south,0,False
emergency,80,south,115,345,5,5,south,0,False
emergency,80,west,91,273,2,0,south,0,False
emergency,81,north,96,288,2,0,south,0,False
emergency,81,east,42,126,2,0,south,0,False
emergency,81,south,111,333,1,5,south,0,False
emergency,81,west,95,285,4,0,south,0,False
emergency,82,north,97,291,1,0,south,0,False
emergency,82,east,44,132,2,0,south,0,False
emergency,82,south,108,324,2,5,south,0,False
emergency,82,west,95,285,0,0,south,0,False
emergency,83,north,99,297,2,0,south,0,False
emergency,83,east,46,138,2,0,south,0,False
emergency,83,south,106,318,3,5,south,0,False
emergency,83,west,98,294,3,0,south,0,False
emergency,84,north,102,306,3,0,south,0,False
emergency,84,east,48,144,2,0,south,0,False
