scenario,step,lane_id,queue_length,waiting_time,vehicle_count,throughput,signal_phase,emergency_count,accident_alert
peak,34,north,106,318,2,5,north,0,False
peak,34,east,116,348,5,0,north,0,False
peak,34,south,94,282,4,0,north,0,False
peak,34,west,80,240,5,0,north,0,False
peak,35,north,103,309,2,5,north,0,False
peak,35,east,118,354,2,0,north,0,False
peak,35,south,100,300,6,0,north,0,False
peak,35,west,85,255,5,0,north,0,False
peak,36,north,101,303,3,5,north,0,False
peak,36,east,120,360,2,0,north,0,False
peak,36,south,103,309,3,0,north,0,False
peak,36,west,89,267,4,0,north,0,False
peak,37,north,104,312,8,5,north,0,False
peak,37,east,123,369,3,0,north,0,False
peak,37,south,107,321,4,0,north,0,False
peak,37,west,91,273,2,0,north,0,False
peak,38,north,107,321,8,5,north,0,False
peak,38,east,127,381,4,0,north,0,False
peak,38,south,112,336,5,0,north,0,False
peak,38,west,93,279,2,0,north,0,False
peak,39,north,107,321,5,5,north,0,False
peak,39,east,129,387,2,0,north,0,False
peak,39,south,113,339,1,0,north,0,False
peak,39,west,95,285,2,0,north,0,False
peak,40,north,109,327,2,0,east,0,False
peak,40,east,127,381,3,5,east,0,False
peak,40,south,116,348,3,0,east,0,False
peak,40,west,99,297,4,0,east,0,False
peak,41,north,112,336,3,0,east,0,False
peak,41,east,124,372,2,5,east,0,False
peak,41,south,120,360,4,0,east,0,False
peak,41,west,106,318,7,0,east,0,False
peak,42,north,122,366,10,0,east,0,False
peak,42,east,123,369,4,5,east,0,False
peak,42,south,122,366,2,0,east,0,False
