timestamp,selected_phase,green_duration,reason,decision_latency_seconds,scenario,controller
96,east,3,dqn_queue_pressure,6e-06,accident,ai_controller
97,west,3,dqn_queue_pressure,6e-06,accident,ai_controller
98,north,3,dqn_queue_pressure,6e-06,accident,ai_controller
99,east,3,dqn_queue_pressure,6e-06,accident,ai_controller
100,north,3,dqn_queue_pressure,6e-06,accident,ai_controller
101,north,3,dqn_queue_pressure,6e-06,accident,ai_controller
102,south,3,dqn_policy,6e-06,accident,ai_controller
103,north,3,dqn_queue_pressure,6e-06,accident,ai_controller
104,south,3,dqn_policy,6e-06,accident,ai_controller
105,west,3,dqn_queue_pressure,6e-06,accident,ai_controller
106,north,3,dqn_queue_pressure,6e-06,accident,ai_controller
107,east,3,dqn_queue_pressure,6e-06,accident,ai_controller
108,west,3,dqn_queue_pressure,6e-06,accident,ai_controller
109,north,3,dqn_queue_pressure,6e-06,accident,ai_controller
110,east,3,dqn_queue_pressure,6e-06,accident,ai_controller
111,west,3,dqn_queue_pressure,6e-06,accident,ai_controller
112,north,3,dqn_queue_pressure,6e-06,accident,ai_controller
113,east,3,dqn_queue_pressure,6e-06,accident,ai_controller
114,west,3,dqn_queue_pressure,7e-06,accident,ai_controller
115,south,3,dqn_policy,7e-06,accident,ai_controller
116,north,3,dqn_queue_pressure,8e-06,accident,ai_controller
117,south,3,dqn_policy,7e-06,accident,ai_controller
118,south,3,dqn_policy,6e-06,accident,ai_controller
119,south,3,dqn_policy,6e-06,accident,ai_controller
